Shipment_ID,Order_Date,Dispatch_Hour,Warehouse_ID,Region,Carrier_Type,Expected_Delivery_Hours
SHP202633,2024-02-13,5,WH_S1,East,Road,24.320933952402896
SHP202634,2024-01-18,17,WH_S1,South,Road,23.3611679075309
SHP202635,2024-05-02,20,WH_W2,West,Road,22.972736874908037
SHP202636,2024-03-12,8,WH_S1,West,Road,23.52018801089676
SHP202637,2024-03-22,3,WH_E1,South,Road,20.26503101760239
SHP202638,2024-02-13,0,WH_W2,East,Road,23.844262687488964
SHP202639,2024-05-25,18,WH_N2,North,Road,23.47441666572047
SHP202640,2024-02-12,23,WH_W1,West,Air,19.96213522720688
SHP202641,2024-06-03,6,WH_W2,East,Road,25.61369284978732
SHP202642,2024-02-12,2,WH_W2,East,Air,25.261412532304153
SHP202643,2024-05-30,18,WH_N2,North,Road,25.60194480126502
SHP202644,2024-01-13,0,WH_W2,North,Road,13.755352205916495
SHP202645,2024-02-21,0,WH_W1,South,Road,28.43328107053225
SHP202646,2024-03-09,2,WH_N2,East,Air,22.257873728077662
SHP202647,2024-06-26,18,WH_N2,West,Air,22.538779740739447
SHP202648,2024-01-02,8,WH_W1,South,Air,30.11397461976501
SHP202649,2024-03-04,23,WH_S1,South,Air,17.739999555381193
SHP202650,2024-05-15,9,WH_S1,South,Air,21.320969946180604
SHP202651,2024-02-23,2,WH_N2,South,Road,28.145329421218797
SHP202652,2024-03-02,5,WH_E1,East,Road,19.30168366557499
SHP202653,2024-06-03,19,WH_E1,North,Road,18.88442984790749
SHP202654,2024-06-11,19,WH_S1,North,Road,18.023920609636484
SHP202655,2024-03-05,17,WH_W2,South,Road,20.96710634094029
SHP202656,2024-02-21,17,WH_E1,North,Road,28.0455628373469
SHP202657,2024-02-12,7,WH_S1,West,Road,21.215032204597787
SHP202658,2024-02-19,23,WH_S1,North,Road,31.48370594068148
SHP202659,2024-03-31,4,WH_N1,West,Air,28.368208058888495
SHP202660,2024-04-27,6,WH_E1,North,Road,24.116230829684255
SHP202661,2024-02-25,16,WH_S1,East,Air,26.097473121828322
SHP202662,2024-06-02,2,WH_N2,South,Road,23.998908524716985
SHP202663,2024-06-27,23,WH_W1,East,Air,21.607471317999412
SHP202664,2024-01-12,2,WH_N1,East,Road,32.577878653038916
SHP202665,2024-06-28,21,WH_S1,West,Road,19.490045689201757
SHP202666,2024-03-05,4,WH_W1,East,Road,20.548382609471535
SHP202667,2024-04-16,4,WH_N1,South,Air,23.534382416984762
SHP202668,2024-03-20,3,WH_N2,South,Air,27.511924357463975
SHP202669,2024-06-09,7,WH_W2,South,Road,21.049727238260918
SHP202670,2024-04-12,14,WH_N1,West,Road,27.798559465486743
SHP202671,2024-01-22,22,WH_W1,North,Road,22.922000734890858
SHP202672,2024-06-03,17,WH_W2,South,Road,20.54621019189052
SHP202673,2024-04-28,5,WH_W2,East,Road,23.855781713934793
SHP202674,2024-01-17,10,WH_E1,North,Road,25.47638824661276
SHP202675,2024-05-31,22,WH_W2,West,Road,19.231609641278048
SHP202676,2024-04-26,2,WH_N2,South,Road,17.150467647625682
SHP202677,2024-06-08,17,WH_N2,East,Air,27.01194764383628
SHP202678,2024-05-18,19,WH_E1,West,Road,24.617499451361546
SHP202679,2024-03-09,16,WH_E1,North,Air,27.91210220232839
SHP202680,2024-03-19,11,WH_N2,East,Road,24.00824787052136
SHP202681,2024-04-09,11,WH_W1,West,Air,23.27097480726332
SHP202682,2024-03-23,7,WH_N2,North,Air,18.94193970400429
SHP202683,2024-02-23,22,WH_E1,West,Air,21.16037216083694
SHP202684,2024-05-13,0,WH_N1,West,Road,17.133451620079626
SHP202685,2024-04-14,7,WH_E1,East,Road,20.426066090796475
SHP202686,2024-03-01,21,WH_W2,North,Air,24.709725366208527
SHP202687,2024-02-05,2,WH_N2,South,Road,22.969305514197885
SHP202688,2024-03-12,11,WH_S1,South,Road,20.47132795387212
SHP202689,2024-02-02,21,WH_W1,East,Air,28.10282270932398
SHP202690,2024-04-28,5,WH_W2,West,Road,28.991150371377014
SHP202691,2024-03-20,17,WH_W2,East,Air,20.821163176057325
SHP202692,2024-02-12,6,WH_W2,North,Road,29.975612075627346
SHP202693,2024-02-23,4,WH_W2,South,Road,20.600347478999986
SHP202694,2024-03-30,0,WH_E1,South,Air,26.80310890898233
SHP202695,2024-01-07,21,WH_W1,West,Road,24.60753495024654
SHP202696,2024-04-20,16,WH_S1,West,Air,24.338087691213115
SHP202697,2024-06-20,1,WH_E1,South,Road,23.867805833924486
SHP202698,2024-01-24,13,WH_W2,South,Road,29.590097315230267
SHP202699,2024-01-22,6,WH_N2,West,Road,22.12085234349017
SHP202700,2024-02-05,8,WH_W2,South,Road,26.74508690146506
SHP202701,2024-04-12,1,WH_W1,West,Road,26.028366102260293
SHP202702,2024-04-19,22,WH_E1,North,Air,20.763722960367545
SHP202703,2024-02-15,10,WH_E1,North,Road,24.60165164669847
SHP202704,2024-01-15,4,WH_S1,East,Air,23.163003367722567
SHP202705,2024-03-13,17,WH_N1,South,Air,22.503289213324443
SHP202706,2024-04-13,12,WH_W2,South,Road,25.942287750670342
SHP202707,2024-01-17,8,WH_N1,North,Road,32.060938211174914
SHP202708,2024-03-01,17,WH_E1,North,Road,26.49021486704108
SHP202709,2024-04-28,9,WH_W2,North,Road,30.21792054597633
SHP202710,2024-03-13,14,WH_E1,East,Air,28.082079947466386
SHP202711,2024-02-23,6,WH_S1,South,Air,29.582628949087482
SHP202712,2024-02-16,3,WH_S1,West,Road,27.091200766751925
SHP202713,2024-02-09,8,WH_N1,North,Air,28.617464110904677
SHP202714,2024-01-17,2,WH_N2,West,Air,30.267746537692187
SHP202715,2024-06-22,18,WH_W2,East,Road,27.96521527207118
SHP202716,2024-01-10,4,WH_W2,North,Air,25.504639413973955
SHP202717,2024-05-18,2,WH_S1,West,Road,19.0530221991091
SHP202718,2024-03-20,2,WH_N2,South,Road,20.776740072596752
SHP202719,2024-05-02,17,WH_W2,North,Road,14.350546794511411
SHP202720,2024-01-26,7,WH_E1,South,Air,24.09753368305954
SHP202721,2024-06-14,7,WH_N1,East,Air,27.167068432030845
SHP202722,2024-04-08,6,WH_N2,West,Road,26.03624788771518
SHP202723,2024-01-14,6,WH_N2,West,Road,28.496240458806604
SHP202724,2024-05-13,8,WH_W2,West,Air,17.497718287429905
SHP202725,2024-02-13,1,WH_W2,East,Air,29.71602735703042
SHP202726,2024-02-16,4,WH_E1,West,Air,23.088471292426256
SHP202727,2024-01-30,23,WH_W2,West,Road,16.955448561891302
SHP202728,2024-01-12,18,WH_W2,South,Road,18.103251035216314
SHP202729,2024-01-20,14,WH_S1,West,Road,20.8860446175753
SHP202730,2024-06-27,18,WH_S1,South,Road,26.03735187920219
SHP202731,2024-06-15,7,WH_W2,South,Air,25.72922327709218
SHP202732,2024-05-28,21,WH_S1,North,Air,32.370745601633395
SHP202733,2024-06-11,0,WH_W1,East,Road,26.427280355561425
SHP202734,2024-04-03,23,WH_N2,South,Air,23.1404336501525
SHP202735,2024-02-19,20,WH_E1,West,Air,24.115726828817948
SHP202736,2024-04-01,13,WH_S1,North,Road,25.289167209232048
SHP202737,2024-03-04,20,WH_E1,North,Air,22.89115579370778
SHP202738,2024-01-24,23,WH_W1,North,Road,20.79671229065243
SHP202739,2024-03-29,14,WH_N2,East,Road,29.372656000875317
SHP202740,2024-06-19,6,WH_N2,East,Air,27.44691207404464
SHP202741,2024-01-15,10,WH_N2,West,Road,22.826990049598788
SHP202742,2024-03-13,22,WH_W2,South,Road,20.457497497962073
SHP202743,2024-02-08,3,WH_E1,East,Air,24.623048206858257
SHP202744,2024-01-14,11,WH_E1,South,Road,23.42050186093822
SHP202745,2024-05-15,20,WH_E1,West,Road,22.566871296849673
SHP202746,2024-04-25,20,WH_W2,West,Road,23.362857279869463
SHP202747,2024-05-11,13,WH_N2,North,Road,18.961138111934517
SHP202748,2024-06-21,15,WH_E1,North,Road,29.763358270437045
SHP202749,2024-03-06,18,WH_N1,West,Air,26.981892757801436
SHP202750,2024-02-22,14,WH_N2,East,Road,30.344602865873807
SHP202751,2024-06-16,9,WH_N2,North,Air,16.45235017491511
SHP202752,2024-06-15,13,WH_N2,South,Road,31.105518936354947
SHP202753,2024-03-13,7,WH_W2,North,Road,25.940657939810166
SHP202754,2024-01-06,20,WH_E1,North,Air,23.24076234503724
SHP202755,2024-03-08,9,WH_E1,East,Road,23.275063358753968
SHP202756,2024-06-26,13,WH_W2,West,Road,29.775477216450486
SHP202757,2024-02-20,7,WH_W1,East,Road,26.85651977522385
SHP202758,2024-04-18,9,WH_W1,South,Road,26.31796609093281
SHP202759,2024-06-16,9,WH_W2,North,Road,25.03289487313377
SHP202760,2024-03-09,0,WH_S1,South,Air,26.766640474667167
SHP202761,2024-01-05,16,WH_W1,North,Road,29.93313483221391
SHP202762,2024-04-25,22,WH_W1,East,Road,22.39219197617681
SHP202763,2024-03-01,8,WH_E1,North,Road,21.134541598417034
SHP202764,2024-05-31,13,WH_W1,West,Road,21.371587690384708
SHP202765,2024-04-29,10,WH_W1,North,Road,21.193247842429635
SHP202766,2024-06-27,19,WH_N1,East,Road,21.759630251847096
SHP202767,2024-01-17,6,WH_W2,East,Air,24.74456303662799
SHP202768,2024-01-01,16,WH_S1,East,Air,23.167456549956
SHP202769,2024-03-05,9,WH_W1,East,Air,23.177531164269382
SHP202770,2024-05-29,7,WH_W2,East,Road,28.912605701600004
SHP202771,2024-01-25,10,WH_N2,South,Air,31.701143891696006
SHP202772,2024-04-24,0,WH_E1,West,Road,25.00098380966995
SHP202773,2024-05-28,10,WH_W1,West,Road,19.749765504576207
SHP202774,2024-01-27,6,WH_N1,East,Air,27.740864495959855
SHP202775,2024-03-23,3,WH_W2,West,Air,29.224384884363843
SHP202776,2024-02-05,8,WH_W2,West,Road,22.226128643320486
SHP202777,2024-03-08,22,WH_E1,South,Road,28.200285716426787
SHP202778,2024-01-08,13,WH_E1,South,Air,24.981909746565847
SHP202779,2024-05-16,4,WH_W1,West,Road,25.393306203668295
SHP202780,2024-01-22,16,WH_W2,West,Road,24.170448401815957
SHP202781,2024-01-19,11,WH_W1,West,Air,22.039620075004883
SHP202782,2024-06-22,21,WH_W2,West,Road,18.569039683389445
SHP202783,2024-03-24,3,WH_W2,East,Road,25.987424216877262
SHP202784,2024-03-29,4,WH_E1,West,Road,25.55377724751331
SHP202785,2024-02-10,18,WH_W2,North,Road,20.027643724232405
SHP202786,2024-05-24,15,WH_E1,East,Road,25.210211484576913
SHP202787,2024-03-17,12,WH_E1,North,Air,26.172991654331483
SHP202788,2024-05-15,22,WH_W1,North,Air,33.53769560419511
SHP202789,2024-04-26,6,WH_N2,North,Air,23.987630676364354
SHP202790,2024-01-31,12,WH_N2,South,Road,27.4597712271785
SHP202791,2024-01-15,15,WH_W1,West,Air,26.346442262338144
SHP202792,2024-02-13,5,WH_W1,East,Air,25.709810817923948
SHP202793,2024-01-06,22,WH_N2,North,Road,22.04835678916335
SHP202794,2024-05-14,13,WH_W2,West,Road,24.037547236030676
SHP202795,2024-05-30,23,WH_N1,East,Air,22.667128555474463
SHP202796,2024-01-10,20,WH_W1,North,Air,25.654288564099264
SHP202797,2024-03-18,5,WH_N2,West,Road,20.299518812340317
SHP202798,2024-06-24,10,WH_N2,West,Road,20.866290488903523
SHP202799,2024-06-17,1,WH_S1,North,Road,24.423518664926924
SHP202800,2024-05-13,9,WH_E1,South,Road,29.738643924174383
SHP202801,2024-06-13,6,WH_W2,South,Air,32.08366115423887
SHP202802,2024-04-28,22,WH_E1,South,Road,15.96714940501789
SHP202803,2024-02-25,12,WH_W2,North,Air,20.638507268762403
SHP202804,2024-01-26,20,WH_N2,South,Road,27.47457249780715
SHP202805,2024-01-24,4,WH_N2,West,Air,25.691721350270623
SHP202806,2024-03-19,20,WH_W1,North,Road,29.979384293690615
SHP202807,2024-05-05,11,WH_W1,East,Air,24.671568173896983
SHP202808,2024-05-18,0,WH_E1,East,Air,25.04746544620924
SHP202809,2024-03-18,18,WH_N1,North,Road,16.36872153624233
SHP202810,2024-03-28,3,WH_E1,North,Air,26.767920850559626
SHP202811,2024-04-07,8,WH_E1,South,Road,20.2455941132296
SHP202812,2024-02-26,10,WH_N2,North,Road,27.788480018343346
SHP202813,2024-03-27,0,WH_N1,North,Road,31.79520039658829
SHP202814,2024-01-05,19,WH_W1,West,Road,19.859771108831488
SHP202815,2024-04-07,13,WH_E1,South,Road,16.75189604402803
SHP202816,2024-06-15,16,WH_E1,North,Road,26.12375232451398
SHP202817,2024-06-27,20,WH_E1,West,Road,30.87789098324203
SHP202818,2024-05-03,9,WH_S1,West,Road,23.882568864166274
SHP202819,2024-03-05,11,WH_W1,West,Air,25.960370332261245
SHP202820,2024-04-21,3,WH_E1,East,Road,21.542287595290475
SHP202821,2024-06-06,21,WH_W1,West,Road,32.400287186985466
SHP202822,2024-01-02,20,WH_N2,East,Road,29.80955392261788
SHP202823,2024-04-21,3,WH_N1,North,Road,26.911268665691953
SHP202824,2024-03-12,7,WH_N2,East,Road,23.390594753290323
SHP202825,2024-04-06,23,WH_W1,West,Road,21.45879425595834
SHP202826,2024-06-03,1,WH_E1,South,Road,23.27118468514517
SHP202827,2024-02-07,20,WH_E1,West,Road,29.89794476070555
SHP202828,2024-05-18,21,WH_W2,North,Road,21.776627879317132
SHP202829,2024-04-22,14,WH_N1,North,Road,27.756613291649664
SHP202830,2024-06-12,8,WH_W1,South,Road,23.996153770263692
SHP202831,2024-02-07,21,WH_W2,East,Road,22.2841585408058
SHP202832,2024-03-28,23,WH_S1,West,Road,30.440305203816976
SHP202833,2024-01-29,23,WH_N2,South,Road,23.466197132622177
SHP202834,2024-05-08,2,WH_N1,North,Air,25.247526773820695
SHP202835,2024-03-07,3,WH_S1,South,Air,20.756148375131605
SHP202836,2024-03-26,9,WH_S1,North,Road,25.46621168666304
SHP202837,2024-04-05,3,WH_E1,South,Air,25.39336759577391
SHP202838,2024-05-25,11,WH_N2,North,Road,18.940751469858583
SHP202839,2024-04-10,8,WH_S1,East,Road,22.844604091046804
SHP202840,2024-02-29,9,WH_W2,South,Road,30.044982506169067
SHP202841,2024-03-29,4,WH_N2,South,Road,28.72331505772246
SHP202842,2024-03-06,3,WH_W1,West,Air,24.284879941010782
SHP202843,2024-01-11,8,WH_W2,South,Air,21.612846908889804
SHP202844,2024-06-26,11,WH_N2,East,Road,22.684949542952367
SHP202845,2024-01-11,20,WH_W2,South,Air,29.93321929544529
SHP202846,2024-03-28,11,WH_W1,West,Road,27.797893072318168
SHP202847,2024-03-12,15,WH_W1,South,Air,27.04310931134112
SHP202848,2024-01-13,2,WH_N1,North,Road,22.34650758098146
SHP202849,2024-06-28,2,WH_S1,North,Road,26.171577393544656
SHP202850,2024-02-06,17,WH_N2,West,Road,22.17283769279832
SHP202851,2024-04-23,21,WH_S1,North,Road,23.21967434499473
SHP202852,2024-02-05,8,WH_W1,South,Air,29.03799372014415
SHP202853,2024-02-16,8,WH_W2,North,Road,17.674743379720418
SHP202854,2024-01-09,13,WH_E1,West,Road,24.083219207128714
SHP202855,2024-06-14,5,WH_N1,West,Road,26.018482945167385
SHP202856,2024-03-23,19,WH_W2,North,Road,19.55551690511048
SHP202857,2024-03-12,10,WH_E1,West,Air,20.12993761113711
SHP202858,2024-05-24,22,WH_N1,South,Road,25.853562756506875
SHP202859,2024-06-18,13,WH_N2,East,Road,16.43256589838776
SHP202860,2024-02-13,16,WH_W2,South,Road,26.57470774454986
SHP202861,2024-06-10,3,WH_W1,West,Air,25.18424445023178
SHP202862,2024-02-05,14,WH_N2,West,Road,20.105536857269232
SHP202863,2024-02-09,17,WH_W2,East,Air,26.41036989692418
SHP202864,2024-02-07,7,WH_N2,North,Road,21.90152184139072
SHP202865,2024-04-08,15,WH_N1,South,Road,29.945427862645445
SHP202866,2024-01-23,18,WH_S1,South,Air,27.74904467260678
SHP202867,2024-03-06,23,WH_S1,East,Air,21.585942353276277
SHP202868,2024-04-04,21,WH_W2,East,Air,18.972473555549286
SHP202869,2024-03-10,20,WH_W1,East,Road,16.73911528581424
SHP202870,2024-06-24,0,WH_W2,East,Road,25.638230875854898
SHP202871,2024-05-13,8,WH_S1,East,Air,20.762573035662836
SHP202872,2024-06-06,4,WH_S1,South,Road,23.617429883377657
SHP202873,2024-05-21,20,WH_W1,West,Road,20.12776725676775
SHP202874,2024-04-25,5,WH_N2,South,Road,28.81696039806548
SHP202875,2024-02-06,10,WH_E1,West,Road,25.834919542562005
SHP202876,2024-04-09,2,WH_W2,East,Air,26.25044720924016
SHP202877,2024-05-28,14,WH_N1,South,Road,22.603762453789265
SHP202878,2024-01-11,19,WH_E1,North,Air,18.47032453535977
SHP202879,2024-05-22,9,WH_E1,South,Air,25.324732974087414
SHP202880,2024-03-17,11,WH_S1,South,Road,25.24039176246045
SHP202881,2024-04-16,14,WH_N1,North,Road,21.34699189601504
SHP202882,2024-01-05,8,WH_W2,West,Road,24.628001562925267
SHP202883,2024-05-10,2,WH_W2,West,Air,27.877604596351627
SHP202884,2024-06-10,15,WH_E1,West,Road,30.355349653881458
SHP202885,2024-06-18,3,WH_W2,East,Road,27.486446218454077
SHP202886,2024-06-15,16,WH_N2,West,Road,30.04527166935916
SHP202887,2024-05-21,23,WH_W1,East,Air,26.073227656261995
SHP202888,2024-01-15,12,WH_W2,North,Road,21.24757974125165
SHP202889,2024-01-26,0,WH_S1,North,Road,23.444798255444464
SHP202890,2024-02-06,9,WH_W2,South,Air,23.125083513738694
SHP202891,2024-03-14,13,WH_W1,East,Air,24.474802278632616
SHP202892,2024-06-18,4,WH_S1,South,Road,23.864137936765673
SHP202893,2024-05-17,23,WH_W1,South,Road,16.87823983075898
SHP202894,2024-03-10,19,WH_W1,North,Air,23.81623639630443
SHP202895,2024-05-02,16,WH_W2,South,Road,24.799897472194207
SHP202896,2024-05-31,21,WH_W1,West,Road,21.361360588131827
SHP202897,2024-03-01,22,WH_S1,North,Air,22.84989363639129
SHP202898,2024-01-23,16,WH_W1,East,Road,29.370100530758346
SHP202899,2024-03-07,22,WH_W1,South,Air,25.98378720759901
SHP202900,2024-06-16,0,WH_S1,West,Road,25.04361914308553
SHP202901,2024-06-16,15,WH_N2,South,Air,27.253845669217796
SHP202902,2024-04-18,23,WH_W1,West,Road,26.141715926235992
SHP202903,2024-02-23,8,WH_W2,South,Air,24.71547585503061
SHP202904,2024-05-29,5,WH_E1,South,Road,19.5021890357974
SHP202905,2024-04-09,20,WH_N2,North,Air,26.486580065495968
SHP202906,2024-03-02,17,WH_N2,South,Air,29.184000817464252
SHP202907,2024-03-31,16,WH_S1,South,Air,24.849806883478006
SHP202908,2024-03-18,13,WH_W1,East,Air,28.66082704692986
SHP202909,2024-06-19,9,WH_E1,North,Air,18.807886103487576
SHP202910,2024-02-06,21,WH_N1,North,Road,27.155129396276752
SHP202911,2024-06-22,4,WH_E1,South,Air,28.45610622183803
SHP202912,2024-06-12,1,WH_E1,East,Road,24.449440829168704
SHP202913,2024-01-30,12,WH_S1,East,Road,25.117504449651825
SHP202914,2024-01-13,0,WH_E1,East,Air,19.358943198373503
SHP202915,2024-02-12,21,WH_W1,East,Road,21.1230882250153
SHP202916,2024-02-03,23,WH_N2,North,Road,24.78000781041736
SHP202917,2024-05-23,12,WH_N2,North,Road,27.4663591513601
SHP202918,2024-05-30,0,WH_N1,West,Road,22.310381141601688
SHP202919,2024-01-24,0,WH_S1,West,Road,26.33892944060279
SHP202920,2024-04-04,8,WH_W2,North,Road,30.398415082042504
SHP202921,2024-05-05,4,WH_W1,South,Air,33.00814583973881
SHP202922,2024-03-01,19,WH_W1,South,Air,15.420683016449738
SHP202923,2024-01-22,17,WH_E1,West,Air,26.295024937816972
SHP202924,2024-02-26,20,WH_E1,South,Air,29.82977675422146
SHP202925,2024-03-27,18,WH_N2,North,Air,24.318528609979364
SHP202926,2024-04-10,14,WH_N2,North,Road,28.710998215093692
SHP202927,2024-02-12,3,WH_N1,North,Air,30.605153837814072
SHP202928,2024-02-13,10,WH_W1,West,Road,31.839045025839212
SHP202929,2024-06-10,18,WH_E1,South,Road,27.999793193292394
SHP202930,2024-03-23,17,WH_S1,South,Road,23.115702831134623
SHP202931,2024-04-17,23,WH_N2,East,Road,24.247249505175805
SHP202932,2024-04-10,5,WH_N2,North,Road,26.058044719731782
SHP202933,2024-05-06,23,WH_N1,South,Road,23.367959415885892
SHP202934,2024-05-29,5,WH_W1,North,Road,21.095753944986736
SHP202935,2024-05-21,4,WH_W2,North,Air,26.611852235813103
SHP202936,2024-01-15,8,WH_N1,North,Road,25.039900684633235
SHP202937,2024-06-20,17,WH_E1,North,Road,26.636582498763513
SHP202938,2024-04-17,19,WH_N2,South,Road,22.618699368685892
SHP202939,2024-04-09,22,WH_S1,South,Road,30.694339003521332
SHP202940,2024-01-03,23,WH_N2,East,Road,19.16215913379409
SHP202941,2024-05-08,13,WH_N1,North,Road,16.458168697570592
SHP202942,2024-01-11,5,WH_W2,North,Road,29.241769938412077
SHP202943,2024-05-06,6,WH_S1,South,Air,22.625320075855615
SHP202944,2024-03-27,8,WH_N1,West,Air,29.281574635794257
SHP202945,2024-06-24,18,WH_S1,East,Air,27.217522385864186
SHP202946,2024-03-08,3,WH_E1,East,Air,22.56114127107185
SHP202947,2024-03-21,23,WH_W2,North,Road,19.328911636550252
SHP202948,2024-04-03,18,WH_W1,South,Air,26.10849515917351
SHP202949,2024-03-02,1,WH_E1,West,Road,18.123979363262663
SHP202950,2024-05-23,19,WH_N2,South,Air,27.14558823608696
SHP202951,2024-06-01,21,WH_E1,West,Road,30.3504134365402
SHP202952,2024-02-27,14,WH_W2,East,Road,20.893091069527532
SHP202953,2024-01-23,19,WH_N1,East,Road,18.423418698639644
SHP202954,2024-01-25,12,WH_W1,North,Road,25.257441137041905
SHP202955,2024-06-19,16,WH_N2,North,Road,30.076216947325225
SHP202956,2024-02-14,9,WH_S1,North,Road,17.57601754243196
SHP202957,2024-06-21,7,WH_E1,West,Road,26.2453469908033
SHP202958,2024-02-15,2,WH_E1,South,Road,17.313402675597075
SHP202959,2024-01-15,17,WH_W2,North,Air,23.142073247635256
SHP202960,2024-06-25,13,WH_W2,East,Road,23.82243839388302
SHP202961,2024-04-27,6,WH_S1,East,Road,15.042389899324926
SHP202962,2024-06-09,22,WH_W2,West,Road,21.59138871357218
SHP202963,2024-04-18,21,WH_W2,South,Road,17.856788423377797
SHP202964,2024-06-21,1,WH_N2,West,Road,36.53459207277948
SHP202965,2024-01-17,11,WH_N2,South,Road,28.042870721669622
SHP202966,2024-02-29,21,WH_W2,North,Road,25.622847841526948
SHP202967,2024-01-18,11,WH_W2,North,Road,14.99556766051167
SHP202968,2024-04-29,21,WH_N2,South,Air,26.6427914154895
SHP202969,2024-05-15,4,WH_E1,West,Air,21.346312603442637
SHP202970,2024-04-10,22,WH_N2,West,Road,21.670878104441517
SHP202971,2024-04-13,20,WH_N1,East,Road,19.927246115182147
SHP202972,2024-02-24,8,WH_E1,East,Road,26.813462721113417
SHP202973,2024-02-07,3,WH_W2,West,Road,20.166985925547355
SHP202974,2024-03-24,20,WH_W1,North,Road,28.64405676317897
SHP202975,2024-06-28,18,WH_W2,West,Air,26.101431806561727
SHP202976,2024-04-03,3,WH_S1,West,Road,22.10955155249219
SHP202977,2024-01-20,23,WH_N2,West,Air,23.909452621478234
SHP202978,2024-03-26,0,WH_W2,North,Road,20.94954047940112
SHP202979,2024-02-16,5,WH_E1,East,Road,24.288633540759655
SHP202980,2024-01-25,16,WH_N1,South,Air,24.22182713115549
SHP202981,2024-02-01,9,WH_S1,South,Road,17.437105458045476
SHP202982,2024-05-18,5,WH_N1,East,Air,23.692599795724085
SHP202983,2024-03-20,6,WH_W2,South,Air,25.01893752660146
SHP202984,2024-03-23,10,WH_W2,South,Air,27.287210630178638
SHP202985,2024-04-03,3,WH_S1,South,Road,26.292371890473635
SHP202986,2024-01-09,4,WH_S1,West,Air,15.25619233169413
SHP202987,2024-03-29,2,WH_N2,North,Air,26.113858484497356
SHP202988,2024-04-01,23,WH_N1,North,Road,23.807061014070513
SHP202989,2024-05-10,1,WH_W1,West,Road,19.648291894748333
SHP202990,2024-02-26,21,WH_W2,South,Road,23.55682778556992
SHP202991,2024-01-09,4,WH_W1,East,Road,22.033247020346792
SHP202992,2024-01-16,15,WH_N1,West,Road,20.37384662016996
SHP202993,2024-01-14,16,WH_W1,West,Road,26.255519627777485
SHP202994,2024-05-30,23,WH_S1,South,Air,31.39458579229793
SHP202995,2024-06-16,15,WH_W1,North,Air,25.790095491394617
SHP202996,2024-03-01,18,WH_N1,West,Air,14.404724803646417
SHP202997,2024-04-28,9,WH_W1,North,Air,21.99870907750855
SHP202998,2024-02-18,18,WH_E1,North,Road,27.192879631176456
SHP202999,2024-05-13,2,WH_N1,West,Road,30.809466013885967
SHP203000,2024-03-12,20,WH_W1,West,Air,27.965870610049162
SHP203001,2024-01-31,14,WH_S1,South,Air,24.46070126813572
SHP203002,2024-01-25,20,WH_N1,North,Road,24.383049672519522
SHP203003,2024-01-19,0,WH_W2,South,Road,22.30369259556934
SHP203004,2024-05-22,7,WH_E1,North,Road,22.031521150256378
SHP203005,2024-04-24,15,WH_W2,North,Road,20.633580951554297
SHP203006,2024-01-20,7,WH_E1,West,Road,22.224356088949662
SHP203007,2024-05-09,1,WH_N1,West,Road,24.236590305386756
SHP203008,2024-01-08,10,WH_W1,West,Road,24.744080292319822
SHP203009,2024-02-04,9,WH_N2,South,Road,23.680230585437585
SHP203010,2024-05-26,8,WH_W1,West,Road,20.591378388167477
SHP203011,2024-03-06,13,WH_N2,North,Air,28.55439062114386
SHP203012,2024-06-11,12,WH_N2,South,Road,26.57784006624839
SHP203013,2024-06-15,13,WH_E1,West,Road,29.22326344046732
SHP203014,2024-06-25,20,WH_S1,East,Air,26.518987773541937
SHP203015,2024-03-21,22,WH_E1,West,Road,16.3708876254497
SHP203016,2024-03-24,13,WH_W2,East,Air,22.847578948771044
SHP203017,2024-03-11,6,WH_W2,South,Air,28.768808689047244
SHP203018,2024-04-20,17,WH_W2,East,Air,25.047495745991483
SHP203019,2024-05-29,3,WH_S1,North,Road,26.237088283977585
SHP203020,2024-01-28,19,WH_W1,North,Road,26.285434412592235
SHP203021,2024-04-24,4,WH_N1,West,Road,22.83936240157263
SHP203022,2024-06-21,19,WH_E1,North,Air,21.083681658889844
SHP203023,2024-06-17,8,WH_E1,West,Road,21.850645140897193
SHP203024,2024-03-16,20,WH_W2,West,Road,28.414008762834325
SHP203025,2024-01-08,11,WH_N2,East,Road,18.457118978258425
SHP203026,2024-01-31,0,WH_E1,West,Road,21.201434351178555
SHP203027,2024-01-07,11,WH_W1,West,Air,24.57373507823195
SHP203028,2024-05-09,13,WH_W1,South,Road,18.373049326444345
SHP203029,2024-02-19,2,WH_E1,South,Air,21.25680973325156
SHP203030,2024-06-01,10,WH_N1,South,Road,23.554922739135932
SHP203031,2024-02-13,6,WH_W1,West,Air,30.148956864792826
SHP203032,2024-01-11,6,WH_S1,North,Road,24.568965100190447
SHP203033,2024-04-15,5,WH_N2,South,Road,21.0508591953147
SHP203034,2024-03-12,12,WH_E1,West,Road,19.785922510810494
SHP203035,2024-01-16,10,WH_E1,East,Air,23.29600811728589
SHP203036,2024-06-13,4,WH_N1,South,Road,26.696537035612096
SHP203037,2024-04-23,7,WH_N2,West,Air,30.319377786943896
SHP203038,2024-02-28,7,WH_W1,East,Road,28.80048624180961
SHP203039,2024-03-12,19,WH_W2,West,Road,24.938056617380486
SHP203040,2024-04-27,15,WH_N1,North,Road,23.271170194530033
SHP203041,2024-06-03,8,WH_W1,West,Air,24.093252719984534
SHP203042,2024-02-22,9,WH_N2,North,Road,22.429558302072362
